Lasso Genes 1,XGBoost Genes,Random Forest Genes,AdaBoost Genes,Intersection Lasso-XG-RF,Intersection Lasso-XG-RF-Ada,Lasso Convergence,Intersection Lasso Convergence-XG,Intersection Lasso Convergence-Ada,Intersection XG-Ada,Intersection Lasso Convergence-XG-Ada
ENSG00000144583.4,,,,,,,,,,
ENSG00000163364.8,,,,,,,,,,
ENSG00000224958.4,,,,,,,,,,
ENSG00000225868.5,,,,,,,,,,
ENSG00000224272.2,,,,,,,,,,
ENSG00000165914.13,,,,,,,,,,
ENSG00000260698.1,,,,,,,,,,
ENSG00000107779.10,,,,,,,,,,
ENSG00000154548.8,,,,,,,,,,
ENSG00000111057.9,,,,,,,,,,
ENSG00000179776.16,,,,,,,,,,
ENSG00000207523.1,,,,,,,,,,
ENSG00000169255.12,,,,,,,,,,
ENSG00000163106.9,,,,,,,,,,
ENSG00000237596.5,,,,,,,,,,
ENSG00000154917.9,,,,,,,,,,
ENSG00000170537.11,,,,,,,,,,
ENSG00000091879.12,,,,,,,,,,
ENSG00000140470.12,,,,,,,,,,
ENSG00000186019.10,,,,,,,,,,
ENSG00000134323.10,,,,,,,,,,
ENSG00000250682.4,,,,,,,,,,
ENSG00000150687.10,,,,,,,,,,
ENSG00000138172.9,,,,,,,,,,
ENSG00000163625.14,,,,,,,,,,
ENSG00000196411.8,,,,,,,,,,
ENSG00000271959.1,,,,,,,,,,
ENSG00000170323.7,,,,,,,,,,
ENSG00000115616.2,,,,,,,,,,
ENSG00000185551.11,,,,,,,,,,
ENSG00000213123.9,,,,,,,,,,
ENSG00000236519.1,,,,,,,,,,
ENSG00000272386.1,,,,,,,,,,
ENSG00000279691.1,,,,,,,,,,
ENSG00000161896.9,,,,,,,,,,
ENSG00000175155.7,,,,,,,,,,
ENSG00000204283.3,,,,,,,,,,
ENSG00000168916.14,,,,,,,,,,
ENSG00000254995.4,,,,,,,,,,
ENSG00000279970.1,,,,,,,,,,
ENSG00000229715.4,,,,,,,,,,
ENSG00000183850.12,,,,,,,,,,
ENSG00000160593.16,,,,,,,,,,
ENSG00000226469.1,,,,,,,,,,
ENSG00000091704.8,,,,,,,,,,
ENSG00000280798.1,,,,,,,,,,
ENSG00000158517.12,,,,,,,,,,
ENSG00000101493.9,,,,,,,,,,
ENSG00000162148.9,,,,,,,,,,
ENSG00000255330.7,,,,,,,,,,
ENSG00000250404.1,,,,,,,,,,
ENSG00000148468.15,,,,,,,,,,
ENSG00000082269.15,,,,,,,,,,
ENSG00000224969.1,,,,,,,,,,
ENSG00000081479.11,,,,,,,,,,
ENSG00000151778.9,,,,,,,,,,
ENSG00000233175.2,,,,,,,,,,
ENSG00000068137.13,,,,,,,,,,
ENSG00000280777.1,,,,,,,,,,
ENSG00000144837.7,,,,,,,,,,
ENSG00000224739.2,,,,,,,,,,
ENSG00000223511.4,,,,,,,,,,
ENSG00000211642.2,,,,,,,,,,
ENSG00000204577.10,,,,,,,,,,
ENSG00000166831.7,,,,,,,,,,
ENSG00000182487.11,,,,,,,,,,
ENSG00000229989.3,,,,,,,,,,
ENSG00000089505.16,,,,,,,,,,
ENSG00000270362.1,,,,,,,,,,
ENSG00000260708.1,,,,,,,,,,
ENSG00000002933.6,,,,,,,,,,
ENSG00000279430.1,,,,,,,,,,
ENSG00000232906.1,,,,,,,,,,
ENSG00000184709.7,,,,,,,,,,
ENSG00000120217.12,,,,,,,,,,
ENSG00000188488.12,,,,,,,,,,
ENSG00000249395.2,,,,,,,,,,
ENSG00000165124.16,,,,,,,,,,
ENSG00000253981.4,,,,,,,,,,
ENSG00000267475.1,,,,,,,,,,
ENSG00000090971.4,,,,,,,,,,
ENSG00000171956.6,,,,,,,,,,
ENSG00000247157.5,,,,,,,,,,
ENSG00000272841.1,,,,,,,,,,
ENSG00000216490.3,,,,,,,,,,
ENSG00000164116.15,,,,,,,,,,
ENSG00000271742.1,,,,,,,,,,
ENSG00000165338.15,,,,,,,,,,
ENSG00000260265.1,,,,,,,,,,
ENSG00000125629.13,,,,,,,,,,
ENSG00000173013.5,,,,,,,,,,
ENSG00000272419.4,,,,,,,,,,
ENSG00000167434.8,,,,,,,,,,
ENSG00000100726.13,,,,,,,,,,
ENSG00000156269.4,,,,,,,,,,
ENSG00000171643.12,,,,,,,,,,
ENSG00000244274.6,,,,,,,,,,
ENSG00000139567.11,,,,,,,,,,
ENSG00000128284.18,,,,,,,,,,
ENSG00000167191.10,,,,,,,,,,
ENSG00000221869.4,,,,,,,,,,
ENSG00000111452.11,,,,,,,,,,
ENSG00000247735.2,,,,,,,,,,
ENSG00000165246.11,,,,,,,,,,
ENSG00000119865.7,,,,,,,,,,
ENSG00000269378.1,,,,,,,,,,
ENSG00000178695.5,,,,,,,,,,
ENSG00000167968.11,,,,,,,,,,
ENSG00000120738.7,,,,,,,,,,
ENSG00000127831.9,,,,,,,,,,
ENSG00000147124.11,,,,,,,,,,
ENSG00000273432.1,,,,,,,,,,
ENSG00000175265.16,,,,,,,,,,
ENSG00000137033.10,,,,,,,,,,
ENSG00000132698.12,,,,,,,,,,
ENSG00000235351.1,,,,,,,,,,
ENSG00000258789.1,,,,,,,,,,
ENSG00000086205.15,,,,,,,,,,
ENSG00000259188.4,,,,,,,,,,
ENSG00000248161.4,,,,,,,,,,
ENSG00000145945.5,,,,,,,,,,
ENSG00000267523.1,,,,,,,,,,
ENSG00000272153.1,,,,,,,,,,
ENSG00000139793.17,,,,,,,,,,
ENSG00000003436.13,,,,,,,,,,
ENSG00000228412.5,,,,,,,,,,
ENSG00000164093.14,,,,,,,,,,
ENSG00000080224.16,,,,,,,,,,
ENSG00000205277.8,,,,,,,,,,
ENSG00000091106.17,,,,,,,,,,
ENSG00000253596.1,,,,,,,,,,
ENSG00000114698.13,,,,,,,,,,
ENSG00000183049.11,,,,,,,,,,
ENSG00000160801.12,,,,,,,,,,
ENSG00000168939.9,,,,,,,,,,
ENSG00000152503.8,,,,,,,,,,
ENSG00000110025.11,,,,,,,,,,
ENSG00000198838.10,,,,,,,,,,
ENSG00000205832.7,,,,,,,,,,
ENSG00000197165.9,,,,,,,,,,
ENSG00000174171.5,,,,,,,,,,
ENSG00000187013.4,,,,,,,,,,
ENSG00000273473.1,,,,,,,,,,
ENSG00000006459.9,,,,,,,,,,
ENSG00000100079.6,,,,,,,,,,
ENSG00000089356.15,,,,,,,,,,
ENSG00000200879.1,,,,,,,,,,
ENSG00000170677.5,,,,,,,,,,
ENSG00000271447.4,,,,,,,,,,
ENSG00000142512.13,,,,,,,,,,
ENSG00000263958.1,,,,,,,,,,
ENSG00000121989.13,,,,,,,,,,
ENSG00000274370.1,,,,,,,,,,
ENSG00000137642.11,,,,,,,,,,
ENSG00000243811.6,,,,,,,,,,
ENSG00000113504.18,,,,,,,,,,
ENSG00000143185.3,,,,,,,,,,
ENSG00000011105.10,,,,,,,,,,
ENSG00000278864.1,,,,,,,,,,
ENSG00000160838.12,,,,,,,,,,
ENSG00000158008.8,,,,,,,,,,
ENSG00000211892.3,,,,,,,,,,
ENSG00000263155.4,,,,,,,,,,
ENSG00000072133.9,,,,,,,,,,
ENSG00000117154.10,,,,,,,,,,
ENSG00000215256.3,,,,,,,,,,
ENSG00000104368.16,,,,,,,,,,
ENSG00000124440.14,,,,,,,,,,
ENSG00000157703.14,,,,,,,,,,
ENSG00000234937.1,,,,,,,,,,
ENSG00000253706.4,,,,,,,,,,
ENSG00000119125.15,,,,,,,,,,
ENSG00000259520.4,,,,,,,,,,
ENSG00000124493.12,,,,,,,,,,
ENSG00000232546.1,,,,,,,,,,
ENSG00000159173.17,,,,,,,,,,
ENSG00000184139.8,,,,,,,,,,
ENSG00000124780.12,,,,,,,,,,
ENSG00000172771.10,,,,,,,,,,
ENSG00000204934.9,,,,,,,,,,
ENSG00000184232.7,,,,,,,,,,
ENSG00000258199.1,,,,,,,,,,
ENSG00000236296.6,,,,,,,,,,
ENSG00000145244.10,,,,,,,,,,
ENSG00000170627.8,,,,,,,,,,
ENSG00000266017.1,,,,,,,,,,
ENSG00000204965.7,,,,,,,,,,
ENSG00000168646.11,,,,,,,,,,
ENSG00000272789.1,,,,,,,,,,
ENSG00000153885.13,,,,,,,,,,
ENSG00000189298.12,,,,,,,,,,
ENSG00000123243.13,,,,,,,,,,
ENSG00000236710.1,,,,,,,,,,
ENSG00000144015.4,,,,,,,,,,
ENSG00000239704.9,,,,,,,,,,
ENSG00000187231.12,,,,,,,,,,
ENSG00000133624.12,,,,,,,,,,
ENSG00000184923.11,,,,,,,,,,
ENSG00000204837.3,,,,,,,,,,
ENSG00000250081.1,,,,,,,,,,
ENSG00000134940.12,,,,,,,,,,
ENSG00000136404.14,,,,,,,,,,
ENSG00000175518.6,,,,,,,,,,
ENSG00000267383.5,,,,,,,,,,
ENSG00000089876.10,,,,,,,,,,
ENSG00000260077.1,,,,,,,,,,
ENSG00000135766.8,,,,,,,,,,
ENSG00000184371.12,,,,,,,,,,
ENSG00000224114.1,,,,,,,,,,
ENSG00000277586.1,,,,,,,,,,
ENSG00000121413.11,,,,,,,,,,
ENSG00000185352.8,,,,,,,,,,
ENSG00000259321.1,,,,,,,,,,
ENSG00000264575.1,,,,,,,,,,
ENSG00000151491.11,,,,,,,,,,
ENSG00000198400.10,,,,,,,,,,
ENSG00000253520.1,,,,,,,,,,
ENSG00000256028.2,,,,,,,,,,
ENSG00000272983.1,,,,,,,,,,
ENSG00000015592.15,,,,,,,,,,
ENSG00000088882.7,,,,,,,,,,
ENSG00000246731.2,,,,,,,,,,
ENSG00000182378.11,,,,,,,,,,
ENSG00000272914.1,,,,,,,,,,
ENSG00000173391.7,,,,,,,,,,
ENSG00000270223.1,,,,,,,,,,
ENSG00000112559.12,,,,,,,,,,
ENSG00000265982.1,,,,,,,,,,
ENSG00000274471.1,,,,,,,,,,
ENSG00000169116.10,,,,,,,,,,
ENSG00000089012.13,,,,,,,,,,
ENSG00000105971.13,,,,,,,,,,
ENSG00000116667.11,,,,,,,,,,
ENSG00000120693.12,,,,,,,,,,
ENSG00000183615.5,,,,,,,,,,
ENSG00000111490.11,,,,,,,,,,
ENSG00000182253.13,,,,,,,,,,
ENSG00000235790.6,,,,,,,,,,
ENSG00000087116.12,,,,,,,,,,
ENSG00000267127.5,,,,,,,,,,
ENSG00000269113.3,,,,,,,,,,
ENSG00000133392.15,,,,,,,,,,
ENSG00000109680.9,,,,,,,,,,
ENSG00000124194.14,,,,,,,,,,
ENSG00000264707.1,,,,,,,,,,
ENSG00000117600.11,,,,,,,,,,
ENSG00000175866.14,,,,,,,,,,
ENSG00000073712.12,,,,,,,,,,
ENSG00000271947.1,,,,,,,,,,
ENSG00000260244.1,,,,,,,,,,
ENSG00000215784.5,,,,,,,,,,
ENSG00000261123.1,,,,,,,,,,
ENSG00000163032.10,,,,,,,,,,
ENSG00000279601.1,,,,,,,,,,
ENSG00000259884.1,,,,,,,,,,
ENSG00000163606.9,,,,,,,,,,
ENSG00000263843.1,,,,,,,,,,
ENSG00000272922.1,,,,,,,,,,
ENSG00000214562.12,,,,,,,,,,
ENSG00000255521.1,,,,,,,,,,
ENSG00000198105.10,,,,,,,,,,
ENSG00000244480.1,,,,,,,,,,
ENSG00000272442.2,,,,,,,,,,
ENSG00000183578.5,,,,,,,,,,
ENSG00000153976.2,,,,,,,,,,
ENSG00000176771.14,,,,,,,,,,
ENSG00000214944.8,,,,,,,,,,
ENSG00000003249.12,,,,,,,,,,
ENSG00000225434.2,,,,,,,,,,
ENSG00000273837.1,,,,,,,,,,
ENSG00000165923.14,,,,,,,,,,
ENSG00000237883.1,,,,,,,,,,
ENSG00000257108.1,,,,,,,,,,
ENSG00000146233.6,,,,,,,,,,
ENSG00000127241.15,,,,,,,,,,
ENSG00000154309.8,,,,,,,,,,
ENSG00000180660.7,,,,,,,,,,
ENSG00000266378.1,,,,,,,,,,
ENSG00000277311.1,,,,,,,,,,
ENSG00000167964.11,,,,,,,,,,
ENSG00000205918.8,,,,,,,,,,
ENSG00000234232.5,,,,,,,,,,
ENSG00000273786.1,,,,,,,,,,
ENSG00000203797.8,,,,,,,,,,
ENSG00000275557.1,,,,,,,,,,
ENSG00000266010.1,,,,,,,,,,
ENSG00000257270.1,,,,,,,,,,
ENSG00000113212.6,,,,,,,,,,
ENSG00000197253.12,,,,,,,,,,
ENSG00000198753.10,,,,,,,,,,
ENSG00000176105.12,,,,,,,,,,
ENSG00000106351.11,,,,,,,,,,
ENSG00000124006.13,,,,,,,,,,
ENSG00000137960.5,,,,,,,,,,
ENSG00000269954.1,,,,,,,,,,
ENSG00000135205.13,,,,,,,,,,
ENSG00000240720.6,,,,,,,,,,
ENSG00000156097.11,,,,,,,,,,
ENSG00000276855.1,,,,,,,,,,
ENSG00000005884.16,,,,,,,,,,
ENSG00000183423.10,,,,,,,,,,
ENSG00000006283.16,,,,,,,,,,
ENSG00000122863.5,,,,,,,,,,
ENSG00000162929.12,,,,,,,,,,
ENSG00000090447.10,,,,,,,,,,
ENSG00000168447.9,,,,,,,,,,
ENSG00000008394.11,,,,,,,,,,
ENSG00000187987.8,,,,,,,,,,
ENSG00000270164.1,,,,,,,,,,
ENSG00000168116.12,,,,,,,,,,
ENSG00000120256.8,,,,,,,,,,
ENSG00000247317.3,,,,,,,,,,
ENSG00000272511.1,,,,,,,,,,
ENSG00000270604.4,,,,,,,,,,
ENSG00000163618.16,,,,,,,,,,
ENSG00000268350.6,,,,,,,,,,
ENSG00000166856.2,,,,,,,,,,
ENSG00000223534.1,,,,,,,,,,
ENSG00000232442.1,,,,,,,,,,
ENSG00000213693.4,,,,,,,,,,
ENSG00000168952.14,,,,,,,,,,
ENSG00000273183.1,,,,,,,,,,
ENSG00000166592.10,,,,,,,,,,
ENSG00000256955.2,,,,,,,,,,
ENSG00000134780.8,,,,,,,,,,
ENSG00000163815.5,,,,,,,,,,
ENSG00000118257.15,,,,,,,,,,
ENSG00000243749.1,,,,,,,,,,
ENSG00000273483.1,,,,,,,,,,
ENSG00000279204.1,,,,,,,,,,
ENSG00000198019.11,,,,,,,,,,
ENSG00000232677.5,,,,,,,,,,
ENSG00000132031.11,,,,,,,,,,
ENSG00000146373.15,,,,,,,,,,
ENSG00000162396.5,,,,,,,,,,
ENSG00000121454.5,,,,,,,,,,
ENSG00000258647.4,,,,,,,,,,
ENSG00000236502.1,,,,,,,,,,
ENSG00000103942.11,,,,,,,,,,
ENSG00000143412.8,,,,,,,,,,
ENSG00000169291.8,,,,,,,,,,
ENSG00000196096.3,,,,,,,,,,
ENSG00000182109.6,,,,,,,,,,
ENSG00000163564.13,,,,,,,,,,
ENSG00000131634.12,,,,,,,,,,
ENSG00000135083.13,,,,,,,,,,
ENSG00000136881.10,,,,,,,,,,
ENSG00000008516.15,,,,,,,,,,
ENSG00000118418.13,,,,,,,,,,
ENSG00000145014.16,,,,,,,,,,
ENSG00000155816.18,,,,,,,,,,
ENSG00000214049.6,,,,,,,,,,
ENSG00000118200.13,,,,,,,,,,
ENSG00000222043.2,,,,,,,,,,
ENSG00000109794.12,,,,,,,,,,
ENSG00000257542.4,,,,,,,,,,
ENSG00000042980.11,,,,,,,,,,
ENSG00000230246.6,,,,,,,,,,
ENSG00000260300.4,,,,,,,,,,
ENSG00000164099.3,,,,,,,,,,
ENSG00000229178.1,,,,,,,,,,
ENSG00000280129.1,,,,,,,,,,
ENSG00000093072.14,,,,,,,,,,
ENSG00000102098.16,,,,,,,,,,
ENSG00000152104.10,,,,,,,,,,
ENSG00000171246.5,,,,,,,,,,
ENSG00000262061.4,,,,,,,,,,
ENSG00000163993.6,,,,,,,,,,
ENSG00000204252.11,,,,,,,,,,
ENSG00000233672.5,,,,,,,,,,
ENSG00000261496.1,,,,,,,,,,
ENSG00000223745.6,,,,,,,,,,
ENSG00000118492.15,,,,,,,,,,
ENSG00000272954.1,,,,,,,,,,
ENSG00000121005.7,,,,,,,,,,
ENSG00000237440.7,,,,,,,,,,
ENSG00000185269.10,,,,,,,,,,
ENSG00000254352.1,,,,,,,,,,
ENSG00000117400.13,,,,,,,,,,
ENSG00000261662.1,,,,,,,,,,
ENSG00000122877.12,,,,,,,,,,
ENSG00000278768.1,,,,,,,,,,
ENSG00000188933.13,,,,,,,,,,
ENSG00000261292.2,,,,,,,,,,
ENSG00000180626.9,,,,,,,,,,
ENSG00000138670.15,,,,,,,,,,
ENSG00000135625.7,,,,,,,,,,
ENSG00000166825.12,,,,,,,,,,
ENSG00000211965.3,,,,,,,,,,
ENSG00000250073.2,,,,,,,,,,
ENSG00000169245.5,,,,,,,,,,
ENSG00000197599.11,,,,,,,,,,
ENSG00000019102.10,,,,,,,,,,
ENSG00000267327.1,,,,,,,,,,
ENSG00000254602.1,,,,,,,,,,
ENSG00000184564.8,,,,,,,,,,
ENSG00000183077.14,,,,,,,,,,
ENSG00000170667.13,,,,,,,,,,
ENSG00000158874.10,,,,,,,,,,
ENSG00000148798.8,,,,,,,,,,
ENSG00000175772.10,,,,,,,,,,
ENSG00000134545.12,,,,,,,,,,
ENSG00000187479.5,,,,,,,,,,
ENSG00000197580.10,,,,,,,,,,
ENSG00000244627.4,,,,,,,,,,
ENSG00000196557.9,,,,,,,,,,
ENSG00000266302.4,,,,,,,,,,
ENSG00000131355.13,,,,,,,,,,
ENSG00000170396.7,,,,,,,,,,
ENSG00000183117.16,,,,,,,,,,
ENSG00000258302.2,,,,,,,,,,
ENSG00000207383.1,,,,,,,,,,
ENSG00000260412.1,,,,,,,,,,
ENSG00000267287.1,,,,,,,,,,
ENSG00000267322.2,,,,,,,,,,
ENSG00000178803.9,,,,,,,,,,
ENSG00000187243.15,,,,,,,,,,
ENSG00000254027.1,,,,,,,,,,
ENSG00000079931.13,,,,,,,,,,
ENSG00000137124.6,,,,,,,,,,
ENSG00000280351.2,,,,,,,,,,
ENSG00000112246.8,,,,,,,,,,
ENSG00000154133.13,,,,,,,,,,
ENSG00000161281.9,,,,,,,,,,
ENSG00000179639.9,,,,,,,,,,
ENSG00000230847.4,,,,,,,,,,
ENSG00000240583.9,,,,,,,,,,
ENSG00000006611.14,,,,,,,,,,
ENSG00000158488.14,,,,,,,,,,
ENSG00000174599.5,,,,,,,,,,
ENSG00000213066.10,,,,,,,,,,
ENSG00000135480.13,,,,,,,,,,
ENSG00000087237.9,,,,,,,,,,
ENSG00000139344.6,,,,,,,,,,
ENSG00000184162.13,,,,,,,,,,
ENSG00000244301.4,,,,,,,,,,
ENSG00000165555.8,,,,,,,,,,
ENSG00000260314.2,,,,,,,,,,
ENSG00000172318.5,,,,,,,,,,
ENSG00000267767.2,,,,,,,,,,
ENSG00000205482.8,,,,,,,,,,
ENSG00000181982.16,,,,,,,,,,
ENSG00000124145.6,,,,,,,,,,
ENSG00000243155.1,,,,,,,,,,
ENSG00000164237.7,,,,,,,,,,
ENSG00000279519.1,,,,,,,,,,
ENSG00000132702.11,,,,,,,,,,
ENSG00000111254.6,,,,,,,,,,
ENSG00000280213.1,,,,,,,,,,
ENSG00000255052.4,,,,,,,,,,
ENSG00000228554.1,,,,,,,,,,
ENSG00000205784.2,,,,,,,,,,
ENSG00000049247.12,,,,,,,,,,
ENSG00000130584.9,,,,,,,,,,
ENSG00000156298.11,,,,,,,,,,
ENSG00000176092.12,,,,,,,,,,
ENSG00000253730.1,,,,,,,,,,
ENSG00000134247.9,,,,,,,,,,
ENSG00000223573.5,,,,,,,,,,
ENSG00000258733.4,,,,,,,,,,
ENSG00000211670.2,,,,,,,,,,
ENSG00000079102.15,,,,,,,,,,
ENSG00000207652.1,,,,,,,,,,
ENSG00000273026.1,,,,,,,,,,
ENSG00000188316.12,,,,,,,,,,
ENSG00000197937.11,,,,,,,,,,
ENSG00000279528.1,,,,,,,,,,
ENSG00000259295.5,,,,,,,,,,
ENSG00000130876.10,,,,,,,,,,
ENSG00000196139.10,,,,,,,,,,
ENSG00000276070.3,,,,,,,,,,
ENSG00000186377.7,,,,,,,,,,
ENSG00000146242.7,,,,,,,,,,
ENSG00000280936.1,,,,,,,,,,
ENSG00000119121.20,,,,,,,,,,
ENSG00000124479.8,,,,,,,,,,
ENSG00000080573.6,,,,,,,,,,
ENSG00000157851.15,,,,,,,,,,
ENSG00000178718.6,,,,,,,,,,
ENSG00000106541.10,,,,,,,,,,
ENSG00000248347.3,,,,,,,,,,
ENSG00000272644.1,,,,,,,,,,
ENSG00000146166.15,,,,,,,,,,
ENSG00000139679.14,,,,,,,,,,
ENSG00000280560.1,,,,,,,,,,
ENSG00000158050.4,,,,,,,,,,
ENSG00000231160.8,,,,,,,,,,
ENSG00000007237.17,,,,,,,,,,
ENSG00000170743.15,,,,,,,,,,
ENSG00000230772.1,,,,,,,,,,
ENSG00000229348.1,,,,,,,,,,
ENSG00000251595.6,,,,,,,,,,
ENSG00000280132.1,,,,,,,,,,
ENSG00000116141.14,,,,,,,,,,
ENSG00000197361.6,,,,,,,,,,
ENSG00000119714.9,,,,,,,,,,
ENSG00000136872.16,,,,,,,,,,
ENSG00000157617.15,,,,,,,,,,
ENSG00000142192.19,,,,,,,,,,
ENSG00000162881.6,,,,,,,,,,
ENSG00000141294.8,,,,,,,,,,
ENSG00000157110.14,,,,,,,,,,
ENSG00000259562.2,,,,,,,,,,
ENSG00000165966.13,,,,,,,,,,
ENSG00000133561.14,,,,,,,,,,
ENSG00000248383.4,,,,,,,,,,
ENSG00000054983.15,,,,,,,,,,
ENSG00000226786.2,,,,,,,,,,
ENSG00000274021.1,,,,,,,,,,
ENSG00000167549.17,,,,,,,,,,
ENSG00000224460.1,,,,,,,,,,
ENSG00000146122.15,,,,,,,,,,
ENSG00000221890.2,,,,,,,,,,
ENSG00000155792.8,,,,,,,,,,
ENSG00000108381.9,,,,,,,,,,
ENSG00000172554.10,,,,,,,,,,
ENSG00000253704.1,,,,,,,,,,
ENSG00000105967.14,,,,,,,,,,
ENSG00000279003.1,,,,,,,,,,
ENSG00000154118.11,,,,,,,,,,
ENSG00000121410.10,,,,,,,,,,
ENSG00000268403.2,,,,,,,,,,
ENSG00000258655.2,,,,,,,,,,
ENSG00000211641.2,,,,,,,,,,
ENSG00000268027.4,,,,,,,,,,
ENSG00000123219.11,,,,,,,,,,
ENSG00000100288.18,,,,,,,,,,
ENSG00000108823.14,,,,,,,,,,
ENSG00000277959.1,,,,,,,,,,
ENSG00000164326.4,,,,,,,,,,
ENSG00000248874.4,,,,,,,,,,
ENSG00000279717.1,,,,,,,,,,
ENSG00000185304.13,,,,,,,,,,
ENSG00000149212.9,,,,,,,,,,
ENSG00000171243.7,,,,,,,,,,
ENSG00000111886.10,,,,,,,,,,
ENSG00000244040.4,,,,,,,,,,
ENSG00000271524.1,,,,,,,,,,
ENSG00000274520.1,,,,,,,,,,
ENSG00000181409.10,,,,,,,,,,
ENSG00000128394.15,,,,,,,,,,
ENSG00000275763.2,,,,,,,,,,
ENSG00000125538.10,,,,,,,,,,
ENSG00000281404.1,,,,,,,,,,
ENSG00000095203.13,,,,,,,,,,
ENSG00000227060.5,,,,,,,,,,
ENSG00000196169.13,,,,,,,,,,
ENSG00000177025.3,,,,,,,,,,
ENSG00000256940.1,,,,,,,,,,
ENSG00000198919.11,,,,,,,,,,
ENSG00000172348.13,,,,,,,,,,
ENSG00000093134.12,,,,,,,,,,
ENSG00000132026.12,,,,,,,,,,
ENSG00000007516.12,,,,,,,,,,
ENSG00000173898.10,,,,,,,,,,
ENSG00000169908.9,,,,,,,,,,
ENSG00000177494.5,,,,,,,,,,
ENSG00000235423.7,,,,,,,,,,
ENSG00000167741.9,,,,,,,,,,
ENSG00000143630.8,,,,,,,,,,
ENSG00000236104.2,,,,,,,,,,
ENSG00000270091.1,,,,,,,,,,
ENSG00000271843.1,,,,,,,,,,
ENSG00000055813.5,,,,,,,,,,
ENSG00000135218.16,,,,,,,,,,
ENSG00000258900.1,,,,,,,,,,
ENSG00000169594.11,,,,,,,,,,
ENSG00000224843.5,,,,,,,,,,
ENSG00000196422.9,,,,,,,,,,
ENSG00000148848.13,,,,,,,,,,
ENSG00000119681.10,,,,,,,,,,
ENSG00000213949.7,,,,,,,,,,
ENSG00000197635.8,,,,,,,,,,
ENSG00000196917.5,,,,,,,,,,
ENSG00000163751.3,,,,,,,,,,
ENSG00000237234.5,,,,,,,,,,
ENSG00000250957.1,,,,,,,,,,
ENSG00000269906.1,,,,,,,,,,
ENSG00000122691.11,,,,,,,,,,
ENSG00000267751.4,,,,,,,,,,
ENSG00000143847.14,,,,,,,,,,
ENSG00000141753.6,,,,,,,,,,
ENSG00000135423.11,,,,,,,,,,
ENSG00000259985.1,,,,,,,,,,
ENSG00000118432.12,,,,,,,,,,
ENSG00000013016.13,,,,,,,,,,
ENSG00000074410.12,,,,,,,,,,
ENSG00000237015.1,,,,,,,,,,
ENSG00000169429.9,,,,,,,,,,
ENSG00000124224.15,,,,,,,,,,
ENSG00000172264.15,,,,,,,,,,
ENSG00000089163.4,,,,,,,,,,
ENSG00000115604.9,,,,,,,,,,
ENSG00000198910.11,,,,,,,,,,
ENSG00000198947.13,,,,,,,,,,
ENSG00000271851.1,,,,,,,,,,
ENSG00000268442.1,,,,,,,,,,
ENSG00000226067.5,,,,,,,,,,
ENSG00000213077.5,,,,,,,,,,
ENSG00000245685.5,,,,,,,,,,
ENSG00000235559.1,,,,,,,,,,
ENSG00000278662.3,,,,,,,,,,
ENSG00000125384.6,,,,,,,,,,
ENSG00000102466.14,,,,,,,,,,
ENSG00000268364.1,,,,,,,,,,
ENSG00000273628.1,,,,,,,,,,
ENSG00000157542.9,,,,,,,,,,
ENSG00000216331.1,,,,,,,,,,
ENSG00000213160.8,,,,,,,,,,
ENSG00000198156.9,,,,,,,,,,
ENSG00000241644.2,,,,,,,,,,
ENSG00000255882.1,,,,,,,,,,
ENSG00000262222.1,,,,,,,,,,
ENSG00000101194.16,,,,,,,,,,
ENSG00000240207.5,,,,,,,,,,
ENSG00000225234.1,,,,,,,,,,
ENSG00000136883.11,,,,,,,,,,
ENSG00000240086.4,,,,,,,,,,
ENSG00000196526.9,,,,,,,,,,
ENSG00000162415.6,,,,,,,,,,
ENSG00000171368.11,,,,,,,,,,
ENSG00000164176.11,,,,,,,,,,
ENSG00000165322.16,,,,,,,,,,
ENSG00000139116.16,,,,,,,,,,
ENSG00000144596.10,,,,,,,,,,
ENSG00000105227.13,,,,,,,,,,
ENSG00000133048.11,,,,,,,,,,
ENSG00000147650.10,,,,,,,,,,
ENSG00000155265.9,,,,,,,,,,
ENSG00000104059.4,,,,,,,,,,
ENSG00000267745.1,,,,,,,,,,
ENSG00000138650.8,,,,,,,,,,
ENSG00000174944.7,,,,,,,,,,
ENSG00000137558.6,,,,,,,,,,
ENSG00000119965.11,,,,,,,,,,
ENSG00000153012.10,,,,,,,,,,
ENSG00000229391.6,,,,,,,,,,
ENSG00000244094.1,,,,,,,,,,
ENSG00000206077.9,,,,,,,,,,
ENSG00000106689.9,,,,,,,,,,
ENSG00000154025.14,,,,,,,,,,
ENSG00000133055.7,,,,,,,,,,
ENSG00000175029.15,,,,,,,,,,
ENSG00000175868.12,,,,,,,,,,
ENSG00000186231.15,,,,,,,,,,
ENSG00000143499.12,,,,,,,,,,
ENSG00000277938.1,,,,,,,,,,
ENSG00000172137.17,,,,,,,,,,
ENSG00000238198.1,,,,,,,,,,
ENSG00000280079.1,,,,,,,,,,
ENSG00000197568.12,,,,,,,,,,
ENSG00000274245.1,,,,,,,,,,
ENSG00000130508.9,,,,,,,,,,
ENSG00000138080.12,,,,,,,,,,
ENSG00000159713.9,,,,,,,,,,
ENSG00000154608.12,,,,,,,,,,
ENSG00000267053.5,,,,,,,,,,
ENSG00000272250.1,,,,,,,,,,
ENSG00000227212.3,,,,,,,,,,
